,Unnamed: 0,artist,link,city,date,venue,description,latitude,longitude
0,0,Ski Mask the Slump God,https://koncertyw.pl/ski-mask-the-slump-god-krakow-klub-studio-15-07-2024/,Kraków, 1.10.2024r.,Klub Studio,"20.00 – Ski Mask the Slump God 
 Amrykański raper Ski Mask the Slump God zagra koncert w Polsce! Stokeley Clevlon Goulbourn wystąpi w krakowskim klubie Studio 15. lipca 2024 roku.  
 Przedsprzedaż biletów na koncert w Krakowie Ski Mask the Slump God rozpocznie się 7. czerwca. Wejściówki będą dostępne od 148zł. Do tej kwoty może zostać doliczona opłata serwisowa. 
 ",50.0680363,19.9082968
1,1,Rotting Christ,https://koncertyw.pl/rotting-christ-gdansk-drizzly-grizzly-1-10-2024/,Gdańsk, 1.10.2024r.,Drizzly Grizzly,,54.3646788,18.6483732
2,2,Ghostkid,https://koncertyw.pl/ghostkid-warszawa-proxima-2-10-2024/,Warszawa, 2.10.2024r.,Proxima,,52.2126354,20.9872177
3,3,TR/ST,https://koncertyw.pl/tr-st-krakow-kamienna12-2-10-2024/,Kraków, 2.10.2024r.,Kamienna12,,50.06465009999999,19.9449799
4,4,Fun Lovin’ Criminals,https://koncertyw.pl/fun-lovin-criminals-warszawa-progresja-2-10-2024/,Warszawa, 2.10.2024r.,Progresja,"20.30 – Fun Lovin’ Criminals 
 Fun Lovin’ Criminals mieszający hip-hop, rock nad roll czy bluesa, a to wszystko podane z wielką radością i energią, wystąpią w warszawskiej Progresji 2. października 2024 roku. Będzie to drugi występ zespołu w Polsce w tym roku. Wcześniej zagrali w maju na 3-majówce. 
 Bilety na koncert w Polsce Fun Lovin’ Criminals są już w sprzedaży! Za wejściówkę do Progresji trzeba zapłacić od 159,5zł plus opłata serwisowa. 
 ",52.2248057,20.9288555
5,5,J. Bernardt,https://koncertyw.pl/j-bernardt-warszawa-hybrydy-3-10-2024/,Warszawa, 3.10.2024r.,Hybrydy,"20.00 – J. Bernardt 
 J. Bernardt, którego możecie znać z niezwykle popularnego w Polsce zespołu Blathazar, wystąpi ze swoim solowym projektem dwukrotnie w naszym kraju. 3. października zagra w Warszawie w Hybrydach i dzień później w Poznaniu. J. Bernardt to człowiek orkiestra potrafiący żonglować naszymi emocjami, porywając, wzruszając i budując barwne kompozycje. Coś dla fanów dobrej alt-rockowej alternatywy. 
 Sprzedaż biletów na warszawski koncert J. Bernardt, rozpocznie się 6. czerwca o godzinie 10:00. Pierwsza pula biletów to koszt 99zł, a druga to 119zł. Do tych kwot może zostać doliczona opłata serwisowa. 
 ",52.232747,21.0115784
6,6,TR/ST,https://koncertyw.pl/tr-st-warszawa-progresja-3-10-2024/,Warszawa, 3.10.2024r.,Progresja,,52.2248057,20.9288555
7,7,J. Bernardt,https://koncertyw.pl/j-bernardt-poznan-blue-note-4-10-2024/,Poznań, 4.10.2024r.,other,"20.00 – J. Bernardt 
 J. Bernardt, którego możecie znać z niezwykle popularnego w Polsce zespołu Blathazar, wystąpi ze swoim solowym projektem dwukrotnie w naszym kraju. 4. października zagra w Poznaniu w klubie Blue Note i dzień wcześniej w Warszawie. J. Bernardt to człowiek orkiestra potrafiący żonglować naszymi emocjami, porywając, wzruszając i budując barwne kompozycje. Coś dla fanów dobrej alt-rockowej alternatywy. 
 Sprzedaż biletów na poznański koncert J. Bernardt, rozpocznie się 6. czerwca o godzinie 10:00. Pierwsza pula biletów to koszt 99zł, a druga to 119zł. Do tych kwot może zostać doliczona opłata serwisowa. 
 ",52.40567859999999,16.9312766
8,8,Trophy Eyes,https://koncertyw.pl/trophy-eyes-warszawa-voodoo-8-10-2024/,Warszawa, 8.10.2024r.,VooDoo,,52.224318,20.9591346
9,9,Cannibal Corpse,https://koncertyw.pl/cannibal-corpse-wroclaw-a2-9-10-2024/,Wrocław, 9.10.2024r.,A2,"21.40 - Cannibal Corpse 
 ",51.1084385,17.001901
10,10,A Place To Bury Strangers,https://koncertyw.pl/a-place-to-bury-strangers-wroclaw-lacznik-9-10-2024/,Wrocław, 9.10.2024r.,other,"21.00 – A Place To Bury Strangers 
 ",51.10929480000001,17.0386019
11,11,Walk off the Earth,https://koncertyw.pl/walk-off-the-earth-warszawa-stodola-10-10-2024/,Warszawa, 10.10.2024r.,Stodoła,"21.00 – Walk off the Earth 
 Walk Off the Earth, którzy zdobyli popularność wrzucając covery znanych utworów na platformę YouTube, zagrają koncert w Polsce, gdzie zaprezentują też swoje autorskie kompozycje. Walk off the Earth wystąpią w warszawskiej Stodole 10. października 2024 roku. Jako gość specjalny pojawi się Luminati Suns 
 Sprzedaż biletów na koncert Walk off the Earth rozpocznie się 7. czerwca o godzinie 10. Dostępne będą wejściówki od 158,5zł dla miejsc stojących i od 180zł dla miejsc siedzących. Do tych kwot może być dodana opłata serwisowa. 
 ",52.211588,21.010216
12,12,Nick Cave and The Bad Seeds,https://koncertyw.pl/nick-cave-and-the-bad-seeds-lodz-atlas-arena-10-10-2024/,Łódź, 10.10.2024r.,Atlas Arena,"20.30 - Nick Cave and The Bad Seeds 
 

				Nick Cave and The Bad Seeds – Łódź 2024 – relacja			
 
 ",51.7579433,19.4286245
13,13,Lindsey Stirling,https://koncertyw.pl/lindsey-stirling-krakow-tauron-arena-10-10-2024/,Kraków, 10.10.2024r.,Tauron Arena,"21.00 – Lindsey Stirling 
 Lindsey Stirling to amerykańska skrzypaczka, tancerka i kompozytorka, która zdobyła popularność dzięki unikalnemu stylowi łączącemu grę na skrzypcach z elementami tańca, wypływając na szerokie wody dzięki udziałowi w programie America’s Got Talent”. Jej twórczość to niezwykłe połączenie muzyki klasycznej, popu i elektroniki. Lindsey Stirling zagra w krakowskiej Tauron Arenie 10. października 2024 roku. Będzie to już siódmy koncert Lindsey Stirling w Polsce. Ostatni raz artystka zagrała w Operze Leśnej w 2023 roku. 
 Poznaliśmy ceny biletów na koncert Lindsey Stirling! Wszystkie miejsca są siedzące, a w zależności od kategorii trybun trzeba zapłacić za bilet 217zł / 259,5zł / 291,5zł / 323,5zł / 355,5zł. Dostępne są także bilety VIP w cenie od 1062zł 
 Sprzedaż biletów na krakowski koncert Lindsey Stirling rozpocznie się 24.05 o godzinie 10:00. Wcześniej odbędą się przedsprzedaże związane z biletami VIP czy Spotify Presale.  
 ",50.0677147,19.9913921
14,14,Des Rocs,https://koncertyw.pl/des-rocs-krakow-zascianek-10-10-2024/,Kraków, 10.10.2024r.,Zaścianek,,50.0546571,19.9031502
15,15,A Place To Bury Strangers,https://koncertyw.pl/a-place-to-bury-strangers-warszawa-hybrydy-10-10-2024/,Warszawa, 10.10.2024r.,Hybrydy,"22:10 – A Place To Bury Strangers 
 ",52.232747,21.0115784
16,16,Nick Cave and The Bad Seeds,https://koncertyw.pl/nick-cave-and-the-bad-seeds-krakow-tauron-arena-11-10-2024/,Kraków, 11.10.2024r.,Tauron Arena,"20.30 - Nick Cave and The Bad Seeds 
 

				Nick Cave and The Bad Seeds – Łódź 2024 – relacja			
 
 ",50.0677147,19.9913921
17,17,Bryan Adams,https://koncertyw.pl/bryan-adams-lodz-atlas-arena-11-10-2024/,Łódź, 11.10.2024r.,Atlas Arena,,51.7579433,19.4286245
18,18,Sonata Artica,https://koncertyw.pl/sonata-artica-warszawa-proxima-11-10-2024/,Warszawa, 11.10.2024r.,Proxima,,52.2126354,20.9872177
19,19,Des Rocs,https://koncertyw.pl/des-rocs-warszawa-hydrozagadka-11-10-2024/,Warszawa, 11.10.2024r.,Hydrozagadka,,52.2592766,21.0369122
20,20,A Place To Bury Strangers,https://koncertyw.pl/a-place-to-bury-strangers-poznan-2progi-11-10-2024/,Poznań, 11.10.2024r.,2progi,"21:40 – A Place To Bury Strangers 
 ",52.4148447,16.9264591
21,21,Sonata Artica,https://koncertyw.pl/sonata-artica-poznan-tama-12-10-2024/,Poznań, 12.10.2024r.,Tama,,52.4024416,16.9223058
22,22,Whispering Sons,https://koncertyw.pl/whispering-sons-krakow-zascianek-12-10-2024/,Kraków, 12.10.2024r.,Zaścianek,"Post-punkowi Whispering Sons zagrają trzy koncerty w Polsce, w tym również w Krakowie, gdzie zagrają w klubie Zaścianek 12. października 2024 roku. Fani rocka nie powinni przegapić tego wydarzenia! 
 Bilety na krakowski koncert Whispering Sons można zakupić od 90,5zł. Bilety są już w sprzedaży! 
 ",50.0546571,19.9031502
23,23,Duff McKagan,https://koncertyw.pl/duff-mckagan-warszawa-stodola-13-10-2024/,Warszawa, 13.10.2024r.,Stodoła,"20.00 - Duff McKagan 
 Legendarny basista Guns N’Roses cyz Velvet Revolver odwiedzi Polskę podczas swojej nowej trasy koncertowej po Wielkiej Brytanii i Europie. Duff McKagan zagra w Warszawie w Stodole 13. października 2024 roku, gdzie będzie promować swój ostatni solowy album „Lighthouse”. 
 ",52.211588,21.010216
24,24,Take That,https://koncertyw.pl/take-that-lodz-atlas-arena-13-10-2024/,Łódź, 13.10.2024r.,Atlas Arena,"20.00 - Take That 
 Take That, jeden z najbardziej znanych boysbandów lat 90-tych, który był jednym z największych brytyjskich zespołów popowych z kilkoma wokalistami, który pozwolił jednemu z członków grupy, Robbiemu Williamsowi, wypłynąć na szerokie wody. Obecnie, już bez Robbiego, w trzy osobowym składzie, muzycy prezentują swoje największe przeboje w widowiskowy sposób. Trio wystąpi w Łodzie w Atlas Arenie 13. października 2024 roku. Będzie to pierwszy występ Take That w Polsce!  
 ",51.7579433,19.4286245
25,25,ARTMS,https://koncertyw.pl/artms-warszawa-progresja-13-10-2024/,Warszawa, 13.10.2024r.,Progresja,"K-popowa grupa, w której skład wchodzą znane z grupy Loona: Heejin, Haseul, Kim Lip, Jinsoul i Choerry, wystąpią 13. października 2024 roku w warszawskim klubie Progresja. Na koncerice z pewnością usłyszymy materiał z debiutanckiej płyty ARTMS „DALL”. 
 Sprzedaż biletów na warszawski koncert ARTMS rusza 20. czerwca o godzinie 10:00. Ceny biletów rozpoczynają się od 189zł w przypadku wejścia na płytę. 349zł jeśli chcemy kupić bilet do Golden Circle, a 449zł dla biletów Golden Cirlce z wcześniejszym wejściem. Do tych kwot może zostać doliczona opłata serwisowa. 
 ",52.2248057,20.9288555
26,26,Whispering Sons,https://koncertyw.pl/whispering-sons-warszawa-bardzo-bardzo-13-10-2024/,Warszawa, 13.10.2024r.,BARdzo Bardzo,"Post-punkowi Whispering Sons zagrają trzy koncerty w Polsce, w tym również w Warszawie, gdzie zagrają w klubie BARdzo Bardzo 13. października 2024 roku. Fani rocka nie powinni przegapić tego wydarzenia! 
 Bilety na warszawski koncert Whispering Sons można zakupić od 90,5zł. Bilety są już w sprzedaży! 
 ",52.2293597,21.0178105
27,27,Seal,https://koncertyw.pl/seal-lodz-atlas-arena-14-10-2024/,Łódź, 14.10.2024r.,Atlas Arena,"20.00 - Seal 
 Seal, jeden z najbardziej niepowtarzalnych głosów w popie lat 90-tych, autor „Crazy” czy „Kiss form a Rose”, czterokrotny zdobywca nagrody Grammy, wystąpi 14, października 2024 roku w łódzkiej Atlas Arenie! Będzie to celebracja 30-lecia klasycznych albumów Seal I oraz Seal II, podczas której usłyszymy największe przeboje brytyjskiego artysty. Seal wystąpił w Polsce już 8 razy, ostatni raz w 2016 roku w Lublinie, gdzie zagrał w Centrum Spotkania Kultur dla około 950 widzów. 
 Poznaliśmy ceny biletów na koncert Seala w Łodzi. Na płycie Atlas Areny będą miejsca siedzące, a w zależności od sekcji trzeba zapłacić za bilet od 385zł do 520zł. W przypadku trybun jest to przedział cenowy 335zł – 425zł. Do tych kwot należy jeszcze dodać opłatę serwisową. 
 Sprzedaż biletów na łódzki koncert Seala rozpocznie się 25. kwietnia. 
 ",51.7579433,19.4286245
28,28,Apocalyptica,https://koncertyw.pl/apocalyptica-krakow-klub-studio-15-10-2024/,Kraków, 15.10.2024r.,Klub Studio,,50.0680363,19.9082968
29,29,IAMDDB,https://koncertyw.pl/iamddb-warszawa-progresja-9-02-2024/,Warszawa, 15.10.2024r.,Niebo,,52.232359,21.018221
30,30,Oska,https://koncertyw.pl/oska-warszawa-bardzo-bardzo-15-10-2024/,Warszawa, 15.10.2024r.,BARdzo Bardzo,,52.2293597,21.0178105
31,31,Melanie Martinez,https://koncertyw.pl/melanie-martinez-lodz-atlas-arena-15-10-2024/,Łódź, 15.10.2024r.,Atlas Arena,"20:50 - Melanie Martinez 
 Poznaliśmy ceny biletów na koncert Melanie Martinez w Atlas Arenie! Za bilet na płytę trzeba zapłacić 414zł, a w przypadku trybun jest to zakres 197zł – 414zł. Są to podstawowe ceny, które nie uwzględniają zmieniających się cen biletów platinum 
 ",51.7579433,19.4286245
32,32,Apocalyptica,https://koncertyw.pl/apocalyptica-warszawa-progresja-16-10-2024/,Warszawa, 16.10.2024r.,Progresja,,52.2248057,20.9288555
33,33,Jonas Brothers,https://koncertyw.pl/jonas-brothers-krakow-tauron-arena-30-05-2024/,Kraków, 16.10.2024r.,Tauron Arena,"20:30 - Jonas Brothers 
 Ze względu na zmiany w harmonogramie, europejska trasa Jonas Brothers zostaje przełożona. Koncert w Polsce pierwotnie zaplanowany na 30 maja 2024 w TAURON Arena Kraków, odbędzie się 16 października 2024. Wszystkie bilety zakupione na 30 maja 2024 będą honorowane 16 października 2024. Posiadacze biletów otrzymają więcej informacji drogą mailową. 
 Jonas Brothers, zespół, który sprzedał już ponad 20 milionów płyt przyjedzie do Krakowa na swój pierwszy koncert w Polsce, który odbędzie się 10 października 2024 roku w Tauron Arenie. Polscy fani długo musieli poczekać na braci Jonas, ale w końcu będą mogli zobaczyć swoich idoli w Polsce. 
 Ceny biletów na krakowski koncert Jonas Brothers zaczynają się od 230 zł za miejsca na trybunach i dochodzą do 760 zł. Dla fanów chcących doświadczyć koncertu z bliska, bilety na płytę kosztują 295 zł, a bilety z wcześniejszym wejściem – 525 zł. Podane ceny nie uwzględniają zmian w cenach Platinum. 
 ",50.0677147,19.9913921
34,34,Deep Purple,https://koncertyw.pl/deep-purple-katowice-spodek-17-10-2024/,Katowice, 17.10.2024r.,Spodek,"20.15 - Deep Purple 
 Deep Purple ponownie zagrają w Polsce! Tym razem odwiedzą katowicki Spodek, w którym zagrają 17. października razem z Jefferson Starship. Będzie to już 28. wizyta DP w Polsce! 
 Deep Purple to prawdziwa instytucja w świecie muzyki rockowej. Od 1968 roku trwają na scenie, zyskując status legendy dzięki albumom takim jak „In Rock”, „Machine Head”, „Burn” czy „Perfect Strangers”, które na zawsze wpisały się w historię gatunku. Ich wyjątkowe umiejętności koncertowe przyniosły im uznanie na całym świecie, a polska publiczność zawsze przyjmuje ich gorąco. Ale Deep Purple to nie tylko historia – to zespół, który nieustannie się rozwija. Mimo odejścia Steve’a Morse’a, zespół nie zwalnia tempa, wręcz przeciwnie, zyskując nową energię dzięki wirtuozerskim umiejętnościom Simona McBride’a. 
 Na scenie Deep Purple dołączy do nich specjalny gość – legendarne Jefferson Starship. Zespół, który powstał na gruzach jeszcze bardziej legendarnego Jefferson Airplane, wciąż tworzy muzykę, która porusza serca słuchaczy. Ich nowa płyta „Mother of the Sun”, wydana w 2020 roku, jest po prostu genialna i stanowi doskonałą ilustrację amerykańskiego stadionowego rocka. 
 Nie przegap okazji uczestnictwa w tym wyjątkowym wydarzeniu! Bilety na koncert Deep Purple i Jefferson Starship będą dostępne od piątku, 22 marca, od godziny 11:00 w serwisie eBilet.pl. Ceny biletów są następujące: 
 ",50.26605310000001,19.0253699
35,35,Airbag,https://koncertyw.pl/airbag-gdansk-stary-manez-17-10-2024/,Gdańsk, 17.10.2024r.,Stary Maneż,,54.3808646,18.5886495
36,36,Airbag,https://koncertyw.pl/airbag-warszawa-progresja-18-10-2024/,Warszawa, 18.10.2024r.,Progresja,,52.2248057,20.9288555
37,37,King Buzzo & Trevor Dunn,https://koncertyw.pl/king-buzzo-trevor-dunn-warszawa-niebo-19-10-2024/,Warszawa, 19.10.2024r.,Niebo,"20.00 - King Buzzo & Trevor Dunn 
 ",52.232359,21.018221
38,38,Eivør,https://koncertyw.pl/eivor-warszawa-progresja-19-10-2024/,Warszawa, 19.10.2024r.,Progresja,"21.00 - Eivør 
 ",52.2248057,20.9288555
39,39,Airbag,https://koncertyw.pl/airbag-krakow-kwadrat-19-10-2024/,Kraków, 19.10.2024r.,Kwadrat,,50.0839039,19.9964117
40,40,Fish,https://koncertyw.pl/fish-wroclaw-a2-19-10-2024/,Wrocław, 19.10.2024r.,A2,"20.30 - Fish 
 ",51.1084385,17.001901
41,41,Glass Animals,https://koncertyw.pl/glass-animals-warszawa-expo-xxi-19-10-2024/,Warszawa, 19.10.2024r.,Expo XXI,"21.00 - Glass Animals 
 Glass Animals zapowiedzieli na lipiec nowy album, który będzie promowany na światowej trasie koncertowej, na której, wśród ponad 40 przystanków, znalazła się też Polska. Zespół wystąpi w warszawskiej hali EXPO, 19. października tego roku. Obczajcie sobie przy okazji support, czyli The Big Moon, bo naprawdę warto. 
 Poznaliśmy ceny biletów na warszawski koncert Glass Animals w Expo XXI! Za wejściówkę trzeba będzie zapłacić od 240zł za miejsce na płycie GA. 
 ",52.2249807,20.9621291
42,42,King Buzzo & Trevor Dunn,https://koncertyw.pl/king-buzzo-trevor-dunn-krakow-kwadrat-20-10-2024/,Kraków, 20.10.2024r.,Kwadrat,"20.00 - King Buzzo & Trevor Dunn 
 ",50.0839039,19.9964117
43,43,Fish,https://koncertyw.pl/fish-warszawa-progresja-20-10-2024/,Warszawa, 20.10.2024r.,Progresja,"20.30 - Fish 
 ",52.2248057,20.9288555
44,44,Whispering Sons,https://koncertyw.pl/whispering-sons-poznan-pod-minoga-20-10-2024/,Poznań, 20.10.2024r.,Pod Minogą,"Post-punkowi Whispering Sons zagrają trzy koncerty w Polsce, w tym również w Poznaniu, gdzie zagrają w klubie Pod Minogą 20. października 2024 roku. Fani rocka nie powinni przegapić tego wydarzenia! 
 Bilety na warszawski koncert Whispering Sons można zakupić od 90,5zł. Bilety są już w sprzedaży! 
 ",52.4093133,16.9270958
45,45,Powerwolf,https://koncertyw.pl/powerwolf-krakow-tauron-arena-21-10-2024/,Kraków, 21.10.2024r.,Tauron Arena,,50.0677147,19.9913921
46,46,Trentemøller,https://koncertyw.pl/trentemoller-warszawa-palladium-21-10-2024/,Warszawa, 21.10.2024r.,Palladium,"20.00 - Trentemøller 
 ",52.232746,21.0117418
47,47,Einstürzende Neubauten,https://koncertyw.pl/einsturzende-neubauten-warszawa-stodola-21-10-2024/,Warszawa, 21.10.2024r.,Stodoła,"20.00 - Einstürzende Neubauten 
 ",52.211588,21.010216
48,48,Fish,https://koncertyw.pl/fish-krakow-klub-studio-21-10-2024/,Kraków, 21.10.2024r.,Klub Studio,"20.30 - Fish 
 ",50.0680363,19.9082968
49,49,The Driver Era,https://koncertyw.pl/the-driver-era-warszawa-stodola-22-10-2024/,Warszawa, 22.10.2024r.,Stodoła,"The Driver Era to amerykański duet tworzony przez braci Rossa i Rocky’ego Lynch, którzy rozpoczęli projekt The Driver Era po rozpadzie grupy R5, której obaj byli członkami. Bracia Lynch w swojej muzyce łączą alternatywnego rocka, funk czy r&b, wszystko oprawiając w mocno popową otoczkę. The Driver Era zagrają w warszawskiej Stodole 22. października 2024 roku. Będzie to dopiero drugi koncert w Polsce tego duetu. Jako gość specjalny na koncercie pojawi się Almost Monday 
 Poznaliśmy ceny wejściówek na koncert The Driver Era w Warszawie. Za miejsce stojące trzeba zapłacić od 190zł, a w przypadku miejsc siedzących od 204zł. Do tych kwot może zostać doliczona opłata serwisowa. 
 ",52.211588,21.010216
50,50,Trentemøller,https://koncertyw.pl/trentemoller-krakow-kwadrat-22-10-2024/,Kraków, 22.10.2024r.,Kwadrat,"20.00 - Trentemøller 
 ",50.0839039,19.9964117
51,51,Fish,https://koncertyw.pl/fish-gdansk-stary-manez-22-10-2024/,Gdańsk, 22.10.2024r.,Stary Maneż,"20.30 - Fish 
 ",54.3808646,18.5886495
52,52,Call Me Karizma,https://koncertyw.pl/call-me-karizma-warszawa-hybrydy-22-10-2024/,Warszawa, 22.10.2024r.,Hybrydy,"Amerykański artysta Call Me Karizma wystąpi 22. października 2024 roku w warszawskich Hybrydach! A jako goście specjalni wystąpią Stain The Canvas oraz Jady. Jest to nowa data przełożonego wcześniej koncertu. 
 Bilety na warszawski koncert Call Me Karizma można kupić od 102zł. Bilety są już w sprzedaży. 
 ",52.232747,21.0115784
53,53,Mister Misery,https://koncertyw.pl/mister-misery-krakow-hype-park-23-10-2024/,Kraków, 23.10.2024r.,Hype Park,,50.0776878,19.9435427
54,54,Purple Disco Machine,https://koncertyw.pl/purple-disco-machine-warszawa-progresja-23-10-2024/,Warszawa, 23.10.2024r.,Progresja,,52.2248057,20.9288555
55,55,Future Palace,https://koncertyw.pl/future-palace-warszawa-hydrozagadka-23-10-2024/,Warszawa, 23.10.2024r.,Hydrozagadka,,52.2592766,21.0369122
56,56,Messa,https://koncertyw.pl/messa-warszawa-voodoo-23-10-2024/,Warszawa, 23.10.2024r.,VooDoo,"20.00 – Messa 
 ",52.224318,20.9591346
57,57,Wargasm,https://koncertyw.pl/wargasm-warszawa-hybrydy-24-10-2024/,Warszawa, 24.10.2024r.,Hybrydy,,52.232747,21.0115784
58,58,Purple Disco Machine,https://koncertyw.pl/purple-disco-machine-warszawa-progresja-24-10-2024/,Warszawa, 24.10.2024r.,Progresja,,52.2248057,20.9288555
59,59,Future Palace,https://koncertyw.pl/future-palace-gdansk-drizzly-grizzly-24-10-2024/,Gdańsk, 24.10.2024r.,Drizzly Grizzly,,54.3646788,18.6483732
60,60,Messa,https://koncertyw.pl/messa-poznan-2progi-24-10-2024/,Poznań, 24.10.2024r.,2progi,"20.00 – Messa 
 ",52.4148447,16.9264591
61,61,Within Temptation,https://koncertyw.pl/within-temptation-lodz-atlas-arena-25-10-2024/,Łódź, 25.10.2024r.,Atlas Arena,,51.7579433,19.4286245
62,62,Purple Disco Machine,https://koncertyw.pl/purple-disco-machine-krakow-klub-studio-25-10-2024/,Kraków, 25.10.2024r.,Klub Studio,,50.0680363,19.9082968
63,63,Imminence,https://koncertyw.pl/imminence-warszawa-proxima-25-10-2024/,Warszawa, 25.10.2024r.,Proxima,,52.2126354,20.9872177
64,64,Frank Carter & The Rattlesnakes,https://koncertyw.pl/frank-carter-the-rattlesnakes-warszawa-proxima-26-10-2024/,Warszawa, 26.10.2024r.,Proxima,"Frank Carter & The Rattlesnakes, punkrockowi przedstawiciele brytjskiego alternatywnego nurtu, wystąpią w warszawskiej Proximie 26. października 2024 roku. Będzie to czwarty występ tej grupy w Polsce, poprzednio grali dwa razy w Warszawie oraz raz na Pol’and’Rock Festival.  
 Otwarta sprzedaż biletów rozpocznie się 31. maja o godzinie 10:00. Dwa dni wcześniej bilety będą dostępne w przedsprzedaży na alterart.pl. Bilety na koncert Frank Carter & The Rattlesnakes można kupić od 124,95zł plus opłata serwisowa 
 ",52.2126354,20.9872177
65,65,Septicflesh,https://koncertyw.pl/septicflesh-wroclaw-transformator-26-10-2024/,Wrocław, 26.10.2024r.,other,,51.10929480000001,17.0386019
66,66,Speed,https://koncertyw.pl/speed-warszawa-hybrydy-26-10-2024/,Warszawa, 26.10.2024r.,Hybrydy,"20:15-21:00 – Speed 
 ",52.232747,21.0115784
67,67,Alien Ant Farm,https://koncertyw.pl/alien-ant-farm-warszawa-proxima-27-10-2024/,Warszawa, 27.10.2024r.,Proxima,"Alien Ant Farm, kalifornijski zespół alt-metalowy, który jeszcze w Polsce koncertu nie zagrał, w końcu przyjedzie do Polski na dwa koncerty! Alien Ant Farm zagra w Warszawie w Proximie 27. października 2024 roku i dzień później w Krakowie. Jako support przed warszawskim koncertem Alien Ant Farm zagrają CKY. 
 Wejściówki na warszawski koncert Alien Ant Farm będą dostępne od 2. maja. Ceny biletów na AAF kosztują, w zależności od puli, od 99zł, przez 109zł, po 130zł. Do tej kwoty może zostać jeszcze doliczona opłata serwisowa. 
 ",52.2126354,20.9872177
68,68,Il Volo,https://koncertyw.pl/il-volo-lodz-atlas-arena-27-10-2024/,Łódź, 27.10.2024r.,Atlas Arena,,51.7579433,19.4286245
69,69,Steve 'N’ Seagulls,https://koncertyw.pl/steve-n-seagulls-wroclaw-stary-klasztor-27-10-2024/,Warszawa, 27.10.2024r.,Stary Klasztor,,52.2523288,21.0099873
70,70,Health,https://koncertyw.pl/health-warszawa-progresja-28-10-2024/,Warszawa, 28.10.2024r.,Progresja,"Reprezentanci noise’owego industrialu, Health, wystąpią w warszawskiej Progresji 28.10.2024 roku wraz z supportującymi ich Gost oraz Zetra. Coś dla fanó głośnych, industrialnych dźwięków, które zdecydowanie nie są dla wszystkich. 
 Wejściówki na koncert w Polsce Health będą dostępne od 26. kwietnia. Ceny biletów na Health kosztują, w zależności od puli, od 99zł, przez 109zł, po 130zł. Do tej kwoty może zostać jeszcze doliczona opłata serwisowa. 
 ",52.2248057,20.9288555
71,71,Alien Ant Farm,https://koncertyw.pl/alien-ant-farm-krakow-kwadrat-28-10-2024/,Kraków, 28.10.2024r.,Kwadrat,"Alien Ant Farm, kalifornijski zespół alt-metalowy, który jeszcze w Polsce koncertu nie zagrał, w końcu przyjedzie do Polski na dwa koncerty! Alien Ant Farm zagra w Krakowie w klubie Kwadrat 28. października 2024 roku i dzień wcześniej w Warszawie . Jako support przed warszawskim koncertem Alien Ant Farm zagrają CKY. 
 Wejściówki na krakowski koncert Alien Ant Farm będą dostępne od 2. maja. Ceny biletów na AAF kosztują, w zależności od puli, od 99zł, przez 109zł, po 130zł. Do tej kwoty może zostać jeszcze doliczona opłata serwisowa. 
 ",50.0839039,19.9964117
72,72,Starset,https://koncertyw.pl/starset-krakow-hype-park-30-10-2024/,Kraków, 30.10.2024r.,Hype Park,"Starset zagrają w Polsce! Gitarowi przedstawiciele pogranicza alternatywnego metalu, industrailu i djentu zagrają w Hype Parku w Krakowie 30. października 2024 roku. 
 Za bilety na polski koncert Starset trzeba zapłacić od 109zł w pierwszej puli do 130zł w końcowej fazie sprzedaży. Do ceny należy doliczyć opłatę serwisową. 
 ",50.0776878,19.9435427
73,73,Seasick Steve,https://koncertyw.pl/seasick-steve-warszawa-proxima-30-10-2024/,Warszawa, 30.10.2024r.,Proxima,,52.2126354,20.9872177
74,74,Stoned Jesus,https://koncertyw.pl/stoned-jesus-warszawa-hydrozagadka-30-10-2024/,Warszawa, 30.10.2024r.,Hydrozagadka,,52.2592766,21.0369122
75,75,John Maus,https://koncertyw.pl/john-maus-warszawa-palladium-30-10-2024/,Warszawa, 30.10.2024r.,Niebo,,52.232359,21.018221
76,76,Draconian,https://koncertyw.pl/draconian-warszawa-hydrozagadka-31-10-2024/,Warszawa, 31.10.2024r.,Hydrozagadka,,52.2592766,21.0369122
77,77,DJ BoBo,https://koncertyw.pl/dj-bobo-katowice-spodek-31-10-2024/,Katowice, 31.10.2024r.,Spodek,,50.26605310000001,19.0253699
78,78,Soen,https://koncertyw.pl/soen-krakow-kamienna12-31-10-2024/,Kraków, 31.10.2024r.,Kamienna12,,50.06465009999999,19.9449799
79,79,Stoned Jesus,https://koncertyw.pl/stoned-jesus-krakow-kwadrat-31-10-2024/,Kraków, 31.10.2024r.,Kwadrat,,50.0839039,19.9964117
80,80,Męskie Granie 2024,https://koncertyw.pl/meskie-granie-2024/,other,other,other,"Wiemy już kiedy pojawią się bilety na kolejną edycję! Bilety na Męskie Granie 2024 w przedsprzedaży na Allegro pojawią się 6. lutego i dzień później na platformie eBilet. 
 ",51.919438,19.145136
81,81,Ye Banished Privateers,https://koncertyw.pl/ye-banished-privateers-wroclaw-lacznik-31-10-2024/,Wrocław, 31.10.2024r.,other,,51.10929480000001,17.0386019
